,name,meter_score,audience_score,rating,genre,cast,director,time,studio,runtime,box_office,movie_synopsis,actor_score
20,The Tillman Story,93,91,R,"'Documentary', 'Special Interest'","'Josh Brolin', 'Dannie Tillman', 'Richard Tillman', 'Patrick Tillman, Sr.', 'Marie Tillman', 'Russell Baer', ""Bryan O'Neal"", 'Philip Kensinger', 'Jason Parsons', 'Stan Goff'",'Amir Bar-Lev',2010-08-20,'The Weinstein Company',95,798940.0,"In 2002, as America was poised to go to war in the wake of the 9/11 terrorist attacks, Pat Tillman, a defensive back with the Arizona Cardinals, joined the United States Army, believing he had a duty to serve in a time of need even though he had signed a lucrative deal to play professional football. Tillman served a tour of duty in Iraq and was on patrol in Afghanistan when, on April 22, 2004, he was killed during a reconnaissance mission near the border of Pakistan. When word spread about Tillman's death, the Army issued a press release declaring he'd been shot down while trying to heroically block the fire of a band of Taliban insurgents. While the Army's story painted a glowing picture of the fallen soldier and athlete, some of the details sounded suspect to Tillman's family, and in time they began asking questions. As it happens, Tillman's parents were outspoken in their opposition to the war in Iraq, and after he had seen what was happening firsthand, so was Tillman, who had been a sharp student with an interest in politics during his college years. In time, Tillman's parents demanded an investigation into their son's death, and the testimony of several witnesses revealed that Tillman wasn't felled during an act of heroism -- his death was the result of ""friendly fire"" by men from his own company, shooting indiscriminately at an unknown target. Filmmaker Amir Bar-Lev examines Pat Tillman's unusual life and times, the facts about his death, how and why the military created a cover story to hide the truth, and his family's battle to bring the real story into the open in the documentary The Tillman Story, which received its world premiere at the 2010 Sundance Film Festival.",25
21,Fish Tank,91,79,NR,"'Art House & International', 'Drama'","'Katie Jarvis', 'Michael Fassbender', 'Rebecca Griffiths', 'Sydney Mary Nash', 'Harry Treadaway', 'Kierston Wareing', 'Jason Maza'",'Andrea Arnold',2010-01-15,'IFC',124,187074.0,Fifteen-year-old Mia's world is turned upside down when her mother brings home a new boyfriend.,78
22,The Secret in Their Eyes (El Secreto de Sus Ojos),91,93,R,"'Art House & International', 'Drama', 'Mystery & Suspense', 'Romance'","'Soledad Villamil', 'Guillermo Francella', 'Javier Godino', 'Pablo Rago', 'Carla Quevedo', 'Rudy Romano', 'Bárbara Palladino', 'Ricardo Darín', 'Mario Alarcón', 'Alejandro Abelenda', 'Sebastián Blanco', 'José Luis Gioia', 'Mariano Argento', 'Juan José Ortiz', 'Kiko Cerone', 'Fernando Pardo', 'Elvio Duvini', 'Maximiliano Trento', 'David Di Nápoli', 'Sergio López Santana', 'Pedro Kochdilian', 'Oscar Ortega Sánchez', 'Gabriela Daniell', 'Alicia Haydee Pennachi', 'Darío Valenzuela', 'Carlos Mele', 'Iván Sosa', 'Judith Buchalter', 'Hector LaPorta', 'Liliana Cuomo', 'Luis Alejandro Pérez'",'Juan José Campanella',2010-04-16,'Sony Pictures Classics',129,6390014.0,"Benjamin Esposito has spent his entire working life as a criminal court employee. Recently retired, and with time on his hands, he decides to write a novel. He does not decide to make up a story. There is no need to. He can draw on his own past as a civil servant for a true, moving and tragic story in which he was once very directly involved. In 1974 his court was assigned an investigation into the rape and murder of a beautiful young woman. -- (C) Sony Classics",0
23,Carlos,93,85,NR,"'Art House & International', 'Classics', 'Drama', 'Television'","'Edgar Ramirez', 'Alexander Scheer', 'Nora von Waldstatten', 'Ahmad Kaabour', 'Christoph Bach', 'Rodney El Haddad', 'Julia Hummer', 'Rami Farah', 'Remi Farah', 'Zeid Hamdan', 'Talal El Jourdi', 'Fadi Abi Samra', 'Aljoscha Stadelmann', 'Katharina Schüttler', 'Jule Böwe', 'Juana Acosta', 'Martha Higareda', 'Jean-Baptiste Malartre', 'Olivier Cruveiller', 'André Marcon', 'Nicolas Briançon', 'Jean-Baptiste Montagut', 'Razane Jammal', 'Badih Abou Chakra', 'Alejandro Arroyo', 'Mohamed Ourdache', 'Mohammed Ourdache', 'Basim Kahar', 'Abbes Zahmani', 'Nourredine Mirzadeh', 'Laura Cameron', 'Udo Samel', 'Georges Kern', 'Yanillys Perez Rivas', 'Gabriela Sanchez', 'Alexis Lameyda', 'Ana Maria Duran', 'Carolina Callejas', 'Shamir Ali', 'Shamar Ali', 'Maria Fernanda Ruette', 'Cesar Delgado Wixam', 'Pierre-Francois Dumeniaud', 'Simon Pierre Boireau', 'Belkacem Djemel Barek', 'Philippe Trad', 'Farid Elouardi', 'Victor Hugo Diaz', 'Bibi Jacob', 'Maïwenn Heurtaux', 'Hiraku Kawakami', 'Ryosuke Sato', 'Go Nabetani', 'Akihiro Hata', 'Yuko Hirata', 'Vincent Jouan', 'Kida Khodr Ramadan', 'Cem Sultan Ungan', 'Leslie Clack', 'Les Clack', 'Luis Jaime Cortez', 'Liane Lettner', 'Paolo Ospina', 'Thomas Sinclair Spencer', 'Bassel Madi', 'Johnny Kazen', 'Elie Youssef', 'Karam Ghossein', 'Stephan Rives', 'Edith Heller', 'Peter Benedict', 'Ronnie Paul', 'Sarkaw Gorany', 'Johann von Bülow', 'Charbel Aoun', 'Manfred Bunholzer', 'Antoine Balabane', 'Antoine Balaban', 'Anton Kouznetsov', 'Karl Fischer', 'Robert Gallinowski', 'Fadi Yanni Turk', 'Timo Jacobs', 'Laurens Walter', 'Carlos Chahine', 'Issam Bou Khaled', 'Guillaume Saurrel', 'Olivia Ross', 'Hendrik Hegray', 'Cédric Hergault', 'Loulwa Maad', 'Samuel Achache', 'Laetitia Spigarelli', 'Alexander Beyer', 'Maria Kwiatkowski', 'Maria Kwiatkowsky', 'Ireen Kirsch', 'Gabriella Csizmadia', 'Caroline De Bled', 'Jef Bayonne', 'Salah El Din Aou Chanab', 'Johannes Richard Voelkel', 'Ahmad Hatoum', 'Lamia Ahmad', 'Eriq Ebouaney', 'Fadi Sabbah', 'Gigi Ledron', 'Salah El Din Abou Chanab', 'Mounzer Baalbaki', 'Moheb Nader', 'Patrick Rameau', 'Keith Thomson', 'Julien Schmidt', 'Hamid', 'Samir Basha', 'Emmanuel', 'Abdalah Abdel Majid', 'Mustapha Osmani'",'Olivier Assayas',2010-10-15,'IFC Films',333,100000.0,"""Carlos"" tells the story of Ilich Ramírez Sánchez who, for two decades, was one of the most wanted terrorists on the planet. Between 1974, in London, where he tried to assassinate a British businessman; and 1994, when he was arrested in Khartoum, he lived several lives under various pseudonyms, weaving his way through the complexities of international politics of the period. Who was Carlos? How did his various multi-layered identities fit together? Who was he before engaging body and soul in a never-ending struggle? The drama is built around these questions.",0
24,Vincere,92,68,NR,"'Art House & International', 'Drama'","'Giovanna Mezzogiorno', 'Fabrizio Costella', 'Filippo Timi', 'Fausto Russo Alesi', 'Michela Cescon', 'Corrado Invernizzi', 'Pier Giorgio Bellocchio', 'Paolo Pierobon', 'Bruno Cariello', 'Francesca Picozza', 'Simona Nobili', 'Vanessa Scalera', 'Giovanna Mori', 'Patrizia Bettini', 'Silvia Ferretti', 'Corinne Castelli'",'Marco Bellocchio',2010-03-19,'IFC Films',128,600000.0,"This unusual and offbeat historical drama rests on a little-known conceit. Though seldom discussed in history books (and reportedly undisclosed for half a century), fascist dictator Benito Mussolini conceived an illegitimate son by a woman named Ida Dalser -- a son Mussolini allowed to be born, acknowledged, and then promptly denied for the duration of his life. The tale begins in early 20th century Milan, with Benito (Fabrizio Costella) working as the socialist editor of a controversial newspaper called Avanti. His dream in life involves triumphantly leading the Italian masses away from monarchy and toward a ""socially emancipated future."" He met the young and wealthy Ida (Giovanna Mezzogiorno) once before, in Trento -- where they enjoyed a brief exchange; they re-encounter one another during Mussolini's period at Avanti and it becomes clear that Ida has fallen deeply in love with Benito. She believes wholeheartedly in his ideals and his future as the leader of Italy -- to such an extent that she sells everything she has (her apartment, furniture, jewelry, and the beauty salon she owns) to fuel the development of his newspaper, Il Popolo d'Italia.While the two become romantically entangled, with Ida positively magnetized by Benito's charisma and Benito hooked on a lust for power, Benito quickly switches spiritual and political allegiances overnight, changing from an atheistic socialist to a deeply Catholic fascist -- Catholic, because an allegiance with the Vatican will enable him to wrest and retain control over Italy's government. Benito and Ida marry and parent a son together, Benito Albino Mussolini (circa 1915), but the marriage certificate soon conveniently disappears and Ida learns, to her horror, that Benito has married someone else. She unwisely begins to protest the situation -- so loudly and persistently that she's first forced into house arrest and then shoved permanently into an insane asylum -- raising key questions about the fate and future of her young son. On a stylistic level, director Marco Bellocchio films this historical material with the passion, theatricality, lyricism, and tragedy of a classical Italian opera. ~ Nathan Southern, Rovi",0
25,Black Swan,85,84,R,"'Drama', 'Mystery & Suspense'","'Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abe Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun P. O'Hagan"", 'Christopher Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Timothy Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger'",'Darren Aronofsky',2010-12-03,'Fox Searchlight',108,106952327.0,"A psychological thriller set in the world of New York City ballet, BLACK SWAN stars Natalie Portman as Nina, a featured dancer who finds herself locked in a web of competitive intrigue with a new rival at the company (Mila Kunis). A Fox Searchlight Pictures release by visionary director Darren Aronofsky (THE WRESTLER), BLACK SWAN takes a thrilling and at times terrifying journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect. BLACK SWAN follows the story of Nina (Portman), a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica (Barbara Hershey) who zealously supports her daughter,s professional ambition. When artistic director Thomas Leroy (Vincent Cassel) decides to replace prima ballerina Beth MacIntyre (Winona Ryder) for the opening production of their new season, Swan Lake, Nina is his first choice. But Nina has competition: a new dancer, Lily (Kunis), who impresses Leroy as well. Swan Lake requires a dancer who can play both the White Swan with innocence and grace, and the Black Swan, who represents guile and sensuality. Nina fits the White Swan role perfectly but Lily is the personification of the Black Swan. As the two young dancers expand their rivalry into a twisted friendship, Nina begins to get more in touch with her dark side with a recklessness that threatens to destroy her. -- (C) Official Site",291
26,Let Me In,87,76,R,"'Drama', 'Horror', 'Science Fiction & Fantasy', 'Romance'","'Kodi Smit-McPhee', 'Chloë Grace Moretz', 'Richard Jenkins', 'Cara Buono', 'Elias Koteas', 'Sasha Barrese', 'Dylan Kenin', 'Chris Browning', 'Ritchie Coster', 'Dylan Minnette', 'Jimmy ""Jax"" Pinchak', ""Jimmy 'Jax' Pinchak"", 'Nicolai Dorian', 'Rebekah Wiggins', 'Seth Adkins', 'Ashton Moio', 'Brett DelBuono', 'Gwendolyn Apple', 'Colin Moretz', 'Rowbie Orsati', 'Rowbie Orsatti', 'Brenda Wehle', 'Galen Hutchison', 'Galen Hutchinson', 'Dean Satriano', 'Rachel Hroncich', 'Deborah L. Mazor', 'Frank Bond', 'Kayla Anderson', 'Tobin Espeset', 'Ben Bode', 'Juliet Lopez', 'Jon Kristian Moore'",'Matt Reeves',2010-10-01,'Overture Films',116,12134420.0,"Twelve-year old Owen is viciously bullied by his classmates and neglected by his divorcing parents. Achingly lonely, Owen spends his days plotting revenge on his middle school tormentors and his evenings spying on the other inhabitants of his apartment complex. His only friend is his new neighbor Abby, an eerily self-possessed young girl who lives next door with her silent father. A frail, troubled child about Owens's age, Recognizing a fellow outcast, Owen opens up to her and before long, the two form a unique bond. When Abby's father disappears, the terrified girl is left to fend for herself. Still, she rebuffs Owen's efforts to help her, leading the imaginative Owen to suspect she's hiding an unthinkable secret.",76
27,Boxing Gym,93,75,NR,"'Documentary', 'Special Interest', 'Sports & Fitness'",'Richard W,'Frederick Wiseman',2010-10-22,'Zipporah Films',91,34502.0,"The subject of the film is an Austin, Tex., institution, Lord's Gym, which was founded 20 years ago by Richard Lord, a former professional boxer. A wide variety of people of all ages, races, ethnicities and social classes train at the gym: men, women, children, doctors, lawyers, judges, business men and women, immigrants, professional boxers and people who want to become professional boxers alongside amateurs who love the sport and teenagers who are trying to develop strength and assertiveness. The gym is an example of the American -- melting pot -- where people meet, talk, and train.",0
29,Dogtooth (Kynodontas),92,75,R,"'Art House & International', 'Drama'","'Christos Stergioglou', 'Michelle Valley', 'Angeliki Papoulia', 'Hristos Passalis', 'Christos Passalis', 'Mary Tsoni', 'Anna Kalaintzidou'",'Yorgos Lanthimos',2010-06-25,'Kino International',96,110197.0,"The father, the mother and their three kids live at the outskirts of a city. There is a tall fence surrounding the house. The kids have never been outside that fence. They are being reared in the manner that their parents deem appropriate, without any influence from the outside world. The only person allowed to enter the house is Christina. She works as a security guard at the father's business. The father arranges her visits to the house in order to appease the sexual urges of the son. The whole family is fond of her, especially the eldest daughter. One day Christina gives her as a present a headband that has stones that glow in the dark and asks for something in return.",0
30,Blue Valentine,87,77,R,"'Drama', 'Romance'","'Ryan Gosling', 'Michelle Williams', 'Faith Wladyka', 'John Doman', 'Mike Vogel', 'Marshall Johnson', 'Jen Jones', 'Maryann Plunkett', 'James Benatti', 'Barbara Troy', 'Carey Westbrook', 'Ben Shenkman', 'Eileen Rosen', 'Enid Graham', 'Ashley Gurnari', 'Jack Parshutich', 'Samii Ryan', 'Mark Benginia', 'Timothy Liveright', 'Tamara Torres', 'Robert Russell', 'Michelle Nagy', 'Felicia Reid', 'Mel Jurdem', 'Alan Malkin', 'Derik Belanger', 'Isabella Frigoletto', 'Madison Ledergerber', 'Jaime Jensen', 'Jaimie Jensen'","'Andrij Parekh', 'Derek Cianfrance'",2010-12-29,'Weinstein Company',114,9600000.0,"A complex portrait of a contemporary American marriage, ""Blue Valentine"" tells the story of David and Cindy, a couple who have been together for several years but who are at an impasse in their relationship. While Cindy has blossomed into a woman with opportunities and options, David is still the same person he was when they met, and he is unable to accept either Cindy's growth or his lack of it. Innovatively structured, the narrative unfolds in two distinct time frames, juxtaposing scenes of first love and youthful sexuality with those of disenchantment and discord.",129
31,Rabbit Hole,87,72,PG-13,'Drama',"'Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest', 'Tammy Blanchard', 'Miles Teller', 'Giancarlo Esposito', 'Jon Tenney', 'Patricia Kalember', 'Julie Lauren', 'Sandra Oh', 'Stephen Mailer', 'Mike Doyle', 'Roberta Wallach', 'Ali Marsh', 'Yetta Gottesman', 'Colin Mitchell', 'Deidre Goodwin', 'Rob Campbell', 'Jennifer Roszell', 'Marylouise Burke', 'Jay Wilkison', 'Ben Hudson', 'Salli Saffioti', 'Ursula Clare Parker', 'Phoenix List', 'Sandi Carroll', 'Teresa Kelsey', 'Sara Jane Blazo', 'Brady Parisella', 'Dianne West'",'John Cameron Mitchell',2010-12-17,'Lionsgate Films',91,2221809.0,"RABBIT HOLE is a vivid, hopeful, honest and unexpectedly witty portrait of a family searching for what remains possible in the most impossible of all situations.  Becca and Howie Corbett (NICOLE KIDMAN and AARON ECKHART) are returning to their everyday existence in the wake of a shocking, sudden loss. Just eight months ago, they were a happy suburban family with everything they wanted. Now, they are caught in a maze of memory, longing, guilt, recrimination, sarcasm and tightly controlled rage from which they cannot escape. While Becca finds pain in the familiar, Howie finds comfort.  The shifts come in abrupt, unforeseen moments. Becca hesitantly opens up to her opinionated, loving mother (DIANNE WIEST) and secretly reaches out to the teenager involved in the accident that changed everything (MILES TELLER); while Howie lashes out and imagines solace with another woman (SANDRA OH). Yet, as off track as they are, the couple keeps trying to find their way back to a life that still holds the potential for beauty, laughter and happiness. The resulting journey is an intimate glimpse into two people learning to re-engage with each other and a world that has been tilted off its axis.  RABBIT HOLE is directed by John Cameron Mitchell (HEDWIG AND THE ANGRY INCH) from a script by acclaimed playwright David Lindsay-Abaire, adapted from his Pulitzer Prize-winning play. The cast, led by Academy Award winner Nicole Kidman (THE HOURS, Actress in a Leading Role, 2002) and Golden Globe nominee Aaron Eckhart, includes two-time Oscar winner Dianne Wiest (HANNAH AND HER SISTERS, Actress in a Supporting Role, 1986; BULLETS OVER BROADWAY, Actress in a Supporting Role, 1994), Tammy Blanchard, Miles Teller, Giancarlo Esposito, Jon Tenney and Sandra Oh. -- (C) Lionsgate",228
